state,suburb,postcode,electorate,redistributed,other
NSW,NUBBA,2587,Shortland,"", 
WA ,FITZGERALD RIVER NAT PK,6346,O'Connor,"", 
NT ,DARWIN,0800,Solomon,"", 
NT ,ALAWA,0810,Solomon,"", 
NT ,BRINKIN,0810,Solomon,"", 
NT ,BUFFALO CREEK,0810,Solomon,"", 
NT ,CASUARINA,0810,Solomon,"", 
NT ,COCONUT GROVE,0810,Solomon,"", 
NT ,JINGILI,0810,Solomon,"", 
NT ,KULALUK,0810,Solomon,"", 
NT ,LEE POINT,0810,Solomon,"", 
NT ,LYONS,0810,Solomon,"", 
NT ,MILLNER,0810,Solomon,"", 
NT ,MOIL,0810,Solomon,"", 
NT ,MUIRHEAD,0810,Solomon,"", 
NT ,NAKARA,0810,Solomon,"", 
NT ,NIGHTCLIFF,0810,Solomon,"", 
NT ,RAPID CREEK,0810,Solomon,"", 
NT ,SUNSET COVE,0810,Solomon,"",COCONUT GROVE
NT ,TIWI,0810,Solomon,"", 
NT ,WAGAMAN,0810,Solomon,"", 
NT ,WANGURI,0810,Solomon,"", 
NT ,ANULA,0812,Solomon,"", 
NT ,KARAMA,0812,Solomon,"", 
NT ,LEANYER,0812,Solomon,"", 
NT ,MALAK,0812,Solomon,"", 
NT ,MARRARA,0812,Solomon,"", 
NT ,NORTHLAKES,0812,Solomon,"",MARRARA
NT ,SANDERSON,0812,Solomon,"",MARRARA
NT ,WOODLEIGH GARDENS,0812,Solomon,"",LEANYER
NT ,WULAGI,0812,Solomon,"", 
NT ,BAGOT,0820,Solomon,"", 
NT ,BAYVIEW,0820,Solomon,"", 
NT ,BAYVIEW HAVEN,0820,Solomon,"",BAYVIEW
NT ,BOROGOMARRA,0820,Lingiari,"", 
NT ,CITY VALLEY,0820,Solomon,"",WOOLNER
NT ,COONAWARRA,0820,Solomon,"", 
NT ,CULLEN BAY,0820,Solomon,"",LARRAKEYAH
NT ,DARWIN RAAF,0820,Solomon,"", 
NT ,EAST POINT,0820,Solomon,"", 
NT ,EATON,0820,Solomon,"", 
NT ,FANNIE BAY,0820,Solomon,"", 
NT ,LARRAKEYAH,0820,Solomon,"", 
NT ,LARRAKEYAH BARRACKS,0820,Solomon,"", 
NT ,LUDMILLA,0820,Solomon,"", 
NT ,MINMARAMA PARK,0820,Solomon,"", 
NT ,ONE MILE DAM,0820,Solomon,"",RAILWAY DAM
NT ,PARAP,0820,Solomon,"", 
NT ,RAILWAY DAM,0820,Solomon,"", 
NT ,STUART PARK,0820,Solomon,"", 
NT ,THE GARDENS,0820,Solomon,"", 
NT ,THE NARROWS,0820,Solomon,"", 
NT ,TIPPERARY WATERS,0820,Solomon,"",STUART PARK
NT ,WINNELLIE,0820,Solomon,"", 
NT ,WOOLNER,0820,Solomon,"", 
NT ,4 MILE CAMP,0822,Lingiari,"", 
NT ,ACACIA HILLS,0822,Lingiari,"", 
NT ,ACACIA LARRAKIA,0822,Lingiari,"", 
NT ,ADBANAE,0822,Lingiari,"", 
NT ,ADJAMARRAGU,0822,Lingiari,"", 
NT ,AKWALIRRUMANJA,0822,Lingiari,"", 
NT ,ALAMIRRA,0822,Lingiari,"", 
NT ,ALYINGBERRMA,0822,Lingiari,"", 
NT ,AMATJATPALK,0822,Lingiari,"", 
NT ,ANGURUGU,0822,Lingiari,"", 
NT ,ANKABADBIRRI,0822,Lingiari,"", 
NT ,ANNABURROO,0822,Lingiari,"", 
NT ,ANNABURROO BILLABONG,0822,Lingiari,"", 
NT ,ANNABURROO STN,0822,Lingiari,"", 
NT ,ANNIE RIVER,0822,Lingiari,"", 
NT ,ARARLAGU,0822,Lingiari,"", 
NT ,ARARU POINT,0822,Lingiari,"", 
NT ,ARMORRAN,0822,Lingiari,"", 
NT ,ARRGAMURRMUR,0822,Lingiari,"", 
NT ,ARSY,0822,Lingiari,"",WURRUMIYANGA
NT ,BAMAMARRAKKAKANORA,0822,Lingiari,"", 
NT ,BAN BAN SPRINGS,0822,Lingiari,"", 
NT ,BANTHULA,0822,Lingiari,"", 
NT ,BARDALUMBA,0822,Lingiari,"", 
NT ,BARK HUT INN,0822,Lingiari,"", 
NT ,BARKIRAT,0822,Lingiari,"",GALIWINKU
NT ,BARRIHDJOWKENG,0822,Lingiari,"", 
NT ,BARTALUMBA BAY,0822,Lingiari,"",BARDALUMBA
NT ,BATHURST ISLAND,0822,Lingiari,"",WURRUMIYANGA
NT ,BAYAGIDA,0822,Lingiari,"", 
NT ,BEES CREEK,0822,Lingiari,"", 
NT ,BELYUEN,0822,Lingiari,"", 
NT ,BERRAJA,0822,Lingiari,"", 
NT ,BLACKBULL STN,0822,Lingiari,"", 
NT ,BLACKMORE,0822,Lingiari,"", 
NT ,BODIA,0822,Lingiari,"", 
NT ,BOLKDJAM,0822,Lingiari,"", 
NT ,BONALBO STN,0822,Lingiari,"", 
NT ,BREMER ISLAND NORTH,0822,Lingiari,"",GUTJANGAN
NT ,BULARRING,0822,Lingiari,"", 
NT ,BULGUL,0822,Lingiari,"", 
NT ,BULLO RIVER STN,0822,Lingiari,"", 
NT ,BULUHKADURU,0822,Lingiari,"", 
NT ,BUNDATHARRI,0822,Lingiari,"", 
NT ,BUNI-INWUNBULUK,0822,Lingiari,"", 
NT ,BUNJI BUNJI STN,0822,Lingiari,"", 
NT ,BYNOE,0822,Lingiari,"", 
NT ,BYNOE HARBOUR,0822,Lingiari,"", 
NT ,CAMP CREEK,0822,Lingiari,"", 
NT ,CANNON HILL,0822,Lingiari,"", 
NT ,CAPE DON,0822,Lingiari,"",MINJILANG
NT ,CAPE SCOTT,0822,Lingiari,"", 
NT ,CARMOR PLAINS STN,0822,Lingiari,"", 
NT ,CATTLE CREEK STN,0822,Lingiari,"", 
NT ,CERES DOWNS STN,0822,Lingiari,"", 
NT ,CHANNEL POINT,0822,Lingiari,"", 
NT ,CHARLOTTE,0822,Lingiari,"", 
NT ,COBOURG PENINSULA,0822,Lingiari,"", 
NT ,COLLETT CREEK,0822,Lingiari,"", 
NT ,CONDER POINT,0822,Lingiari,"", 
NT ,COOMALIE CREEK,0822,Lingiari,"", 
NT ,COX PENINSULA,0822,Lingiari,"", 
NT ,CROKER ISLAND,0822,Lingiari,"",MINJILANG
NT ,DALY RIVER,0822,Lingiari,"", 
NT ,DALY RIVER COMMUNITY,0822,Lingiari,"",NAUIYU
NT ,DAMDAM,0822,Lingiari,"", 
NT ,DELEYE,0822,Lingiari,"", 
NT ,DELISSAVILLE,0822,Lingiari,"",BELYUEN
NT ,DHAMBALA,0822,Lingiari,"", 
NT ,DHAMBALIYA,0822,Lingiari,"", 
NT ,DHAMIYAKA,0822,Lingiari,"", 
NT ,DHARAWA,0822,Lingiari,"", 
NT ,DHARWAR,0822,Lingiari,"", 
NT ,DHAYIRRI,0822,Lingiari,"", 
NT ,DHIPIRRINJURA,0822,Lingiari,"", 
NT ,DHOLTJI,0822,Lingiari,"", 
NT ,DHUDUPU,0822,Lingiari,"", 
NT ,DITCHI,0822,Lingiari,"", 
NT ,DJINKARR,0822,Lingiari,"", 
NT ,DJIRRBIYAK,0822,Lingiari,"", 
NT ,DJIRRKARRI,0822,Lingiari,"", 
NT ,DJUDIAN,0822,Lingiari,"",KUWUMA
NT ,DJURRANALPI,0822,Lingiari,"", 
NT ,DOUGLAS DALY,0822,Lingiari,"", 
NT ,DOUGLAS RIVER,0822,Lingiari,"", 
NT ,DOUGLAS STN,0822,Lingiari,"", 
NT ,DUM-IN-MIRRIE ISLAND,0822,Lingiari,"", 
NT ,DURDUGU,0822,Lingiari,"",TREE POINT
NT ,EAST ARM,0822,Solomon,"", 
NT ,ELCHO ISLAND,0822,Lingiari,"",GALIWINKU
NT ,ELIZABETH BAY,0822,Lingiari,"", 
NT ,ELIZABETH DOWNS,0822,Lingiari,"", 
NT ,EMERALD RIVER,0822,Lingiari,"",YEDIKBAH
NT ,EMIRREBA,0822,Lingiari,"", 
NT ,EMU POINT,0822,Lingiari,"", 
NT ,FINNISS RIVER STN,0822,Lingiari,"", 
NT ,FINNISS VALLEY,0822,Lingiari,"", 
NT ,FLAGON CREEK CAMP,0822,Lingiari,"", 
NT ,FLY CREEK,0822,Lingiari,"", 
NT ,FOSSIL HEAD,0822,Lingiari,"", 
NT ,FREDS PASS,0822,Lingiari,"", 
NT ,GALAWARRA,0822,Lingiari,"", 
NT ,GALAWDJAPIN,0822,Lingiari,"", 
NT ,GALIWINKU,0822,Lingiari,"", 
NT ,GAMARDI,0822,Lingiari,"", 
NT ,GAMARGAWAN,0822,Lingiari,"", 
NT ,GAMARRAGURRA,0822,Lingiari,"",GUMURUGURU
NT ,GAN GAN,0822,Lingiari,"", 
NT ,GANPURA,0822,Lingiari,"", 
NT ,GARABALDI STN,0822,Lingiari,"", 
NT ,GARANYDJIRR,0822,Lingiari,"", 
NT ,GARDEN POINT,0822,Lingiari,"",PIRLANGIMPI
NT ,GARMALATJIRRINA,0822,Lingiari,"",GUMURUGURU
NT ,GARRARRAM,0822,Lingiari,"", 
NT ,GARRIYAK,0822,Lingiari,"", 
NT ,GATJI,0822,Lingiari,"", 
NT ,GAWA,0822,Lingiari,"", 
NT ,GIKAL,0822,Lingiari,"", 
NT ,GILIRRI,0822,Lingiari,"", 
NT ,GIMBAT,0822,Lingiari,"", 
NT ,GITAN,0822,Lingiari,"", 
NT ,GOAT ISLAND,0822,Lingiari,"", 
NT ,GOCHAN JINY-JIRRA,0822,Lingiari,"", 
NT ,GONGURUWUY,0822,Lingiari,"", 
NT ,GOODWILL MINE,0822,Lingiari,"", 
NT ,GORRONG GORRONG,0822,Lingiari,"", 
NT ,GOULBURN ISLAND,0822,Lingiari,"",WARRUWI
NT ,GREEN ANT CREEK,0822,Lingiari,"", 
NT ,GUDJEKBIN,0822,Lingiari,"", 
NT ,GUGODBABULDI,0822,Lingiari,"", 
NT ,GUL GUL,0822,Lingiari,"", 
NT ,GULUMARRI,0822,Lingiari,"", 
NT ,GUMARRINBANG,0822,Lingiari,"", 
NT ,GUMERAGI,0822,Lingiari,"", 
NT ,GUMOKARRI,0822,Lingiari,"", 
NT ,GUMUGUMUK,0822,Lingiari,"",GUMURUGURU
NT ,GUMURUGURU,0822,Lingiari,"", 
NT ,GUNBALANYA,0822,Lingiari,"", 
NT ,GUNN POINT,0822,Lingiari,"", 
NT ,GUPANGA,0822,Lingiari,"", 
NT ,GURRGURR,0822,Lingiari,"", 
NT ,GURUNDA,0822,Lingiari,"", 
NT ,GUTJANGAN,0822,Lingiari,"", 
NT ,HAYES CREEK,0822,Lingiari,"", 
NT ,HAZARD STN,0822,Lingiari,"", 
NT ,HUGHES,0822,Lingiari,"", 
NT ,HUMPTY DOO STN,0822,Lingiari,"", 
NT ,HUNTERS CAMP,0822,Lingiari,"", 
NT ,INJILATPARRI,0822,Lingiari,"", 
NT ,IRGUL POINT,0822,Lingiari,"", 
NT ,IRON STONE,0822,Lingiari,"", 
NT ,JA JA JABILUKA,0822,Lingiari,"", 
NT ,JARRAMAGORNDARRA,0822,Lingiari,"", 
NT ,JI-BALBAL,0822,Lingiari,"", 
NT ,JI-BENA,0822,Lingiari,"", 
NT ,JI-MALAWA,0822,Lingiari,"", 
NT ,JI-MARDA,0822,Lingiari,"", 
NT ,KABULWARNAMYO,0822,Lingiari,"", 
NT ,KAKADU NATIONAL PARK,0822,Lingiari,"", 
NT ,KAKODBABULDI,0822,Lingiari,"", 
NT ,KAMARRKAWON,0822,Lingiari,"", 
NT ,KAPALGA,0822,Lingiari,"", 
NT ,KELERRK,0822,Lingiari,"", 
NT ,KERLIN STN,0822,Lingiari,"", 
NT ,KHAMSIN HILL STN,0822,Lingiari,"", 
NT ,KILFOYLE PLAINS,0822,Lingiari,"",WOOLIANA
NT ,KOLORBIDAHDAH,0822,Lingiari,"", 
NT ,KOOLPINYAH STN,0822,Lingiari,"", 
NT ,KORLOBIRRAHDA,0822,Lingiari,"",KOLORBIDAHDAH
NT ,KUBUMI,0822,Lingiari,"",YIKARRAKKAL
NT ,KUBUYIRR,0822,Lingiari,"", 
NT ,KUDANTIGA,0822,Lingiari,"", 
NT ,KULTCHILL,0822,Lingiari,"", 
NT ,KUMURRULU,0822,Lingiari,"", 
NT ,KUNGARREWARL,0822,Lingiari,"", 
NT ,KURRURLDUL,0822,Lingiari,"", 
NT ,KUWUMA,0822,Lingiari,"", 
NT ,KUY,0822,Lingiari,"", 
NT ,KWOMBOM,0822,Lingiari,"", 
NT ,LA BELLE DOWNS STN,0822,Lingiari,"", 
NT ,LAKE BENNETT,0822,Lingiari,"", 
NT ,LAKE EVELLA,0822,Lingiari,"",GAPUWIYAK
NT ,LAMBELLS LAGOON,0822,Lingiari,"", 
NT ,LANGARRA,0822,Lingiari,"", 
NT ,LARABALARA STN,0822,Lingiari,"", 
NT ,LEICHARDT,0822,Lingiari,"", 
NT ,LITCHFIELD NATIONAL PARK,0822,Lingiari,"", 
NT ,LITCHFIELD STN,0822,Lingiari,"", 
NT ,LIVINGSTONE,0822,Lingiari,"", 
NT ,LLOYD CREEK,0822,Lingiari,"", 
NT ,MALGAWA,0822,Lingiari,"", 
NT ,MALKALA,0822,Lingiari,"", 
NT ,MALLARRAMI,0822,Lingiari,"", 
NT ,MALNJANGARNAK,0822,Lingiari,"", 
NT ,MAMADAWERRE,0822,Lingiari,"", 
NT ,MAMUKALA,0822,Lingiari,"",MUMUKALA
NT ,MANDILBARRENG,0822,Lingiari,"", 
NT ,MANDORAH,0822,Lingiari,"", 
NT ,MANGARDUBU,0822,Lingiari,"", 
NT ,MANGBIRRI,0822,Lingiari,"", 
NT ,MANINGRIDA,0822,Lingiari,"", 
NT ,MANKORLOD,0822,Lingiari,"", 
NT ,MANMOYI,0822,Lingiari,"", 
NT ,MANTON DAM,0822,Lingiari,"", 
NT ,MANTON RIVER STN,0822,Lingiari,"", 
NT ,MAPURU,0822,Lingiari,"", 
NT ,MARANUNGA,0822,Lingiari,"", 
NT ,MARDINGA,0822,Lingiari,"",UN-MARR
NT ,MARIAH,0822,Lingiari,"", 
NT ,MARINGAR,0822,Lingiari,"",UN-MARR
NT ,MARION HILL,0822,Lingiari,"",WOOLIANA
NT ,MARLWON,0822,Lingiari,"", 
NT ,MARRAKAI,0822,Lingiari,"", 
NT ,MARRAKAI SPRINGS,0822,Lingiari,"", 
NT ,MARRAKAI STN,0822,Lingiari,"", 
NT ,MARRAMARRANI,0822,Lingiari,"", 
NT ,MARRKALAWA,0822,Lingiari,"", 
NT ,MARRKOLIDJBAN,0822,Lingiari,"", 
NT ,MARTJANBA,0822,Lingiari,"", 
NT ,MARY RIVER PARK,0822,Lingiari,"", 
NT ,MARY RIVER WILDERNESS RET,0822,Lingiari,"", 
NT ,MARYGAR,0822,Lingiari,"",UN-MARR
NT ,MATA MATA,0822,Lingiari,"", 
NT ,MATAPAN,0822,Lingiari,"",MERREPEN
NT ,MAWULYUMANJA,0822,Lingiari,"", 
NT ,MCCALLUM CREEK,0822,Lingiari,"", 
NT ,MCKINLAY RIVER STN,0822,Lingiari,"", 
NT ,MCMINNS LAGOON,0822,Lingiari,"", 
NT ,MELALEUCA STN,0822,Lingiari,"", 
NT ,MELVILLE ISLAND,0822,Lingiari,"",MILIKAPITI
NT ,MERREPEN,0822,Lingiari,"", 
NT ,MEWIRNBI,0822,Lingiari,"", 
NT ,MIDDLE POINT,0822,Lingiari,"", 
NT ,MIDWAY STN,0822,Lingiari,"", 
NT ,MIKGINJ VALLEY,0822,Lingiari,"", 
NT ,MILIKAPITI,0822,Lingiari,"", 
NT ,MILINGIMBI,0822,Lingiari,"", 
NT ,MILMILNGKAN,0822,Lingiari,"", 
NT ,MILYAKBURRA,0822,Lingiari,"", 
NT ,MINJILANG,0822,Lingiari,"", 
NT ,MIRRNATJA,0822,Lingiari,"", 
NT ,MOORONGA,0822,Lingiari,"", 
NT ,MT BONNIE,0822,Lingiari,"", 
NT ,MT BORRADAILE,0822,Lingiari,"",WAIDABOONAR
NT ,MT BUNDEY,0822,Lingiari,"", 
NT ,MT BUNDEY STN,0822,Lingiari,"", 
NT ,MT KEPLER STN,0822,Lingiari,"", 
NT ,MT RINGWOOD STN,0822,Lingiari,"", 
NT ,MT WELLS,0822,Lingiari,"", 
NT ,MUDGINBERRI,0822,Lingiari,"", 
NT ,MUDHAMUL,0822,Lingiari,"", 
NT ,MU-GURTA,0822,Lingiari,"", 
NT ,MULGURRAM,0822,Lingiari,"", 
NT ,MULINGI,0822,Lingiari,"", 
NT ,MUMEKA,0822,Lingiari,"", 
NT ,MUMUKALA,0822,Lingiari,"", 
NT ,MURGENELLA PLAINS,0822,Lingiari,"", 
NT ,MURWANGI STN,0822,Lingiari,"", 
NT ,NABARLEK,0822,Lingiari,"", 
NT ,NABBARLA KUNINDABBA,0822,Lingiari,"", 
NT ,NADIRRI,0822,Lingiari,"", 
NT ,NAKALANANDJARRA,0822,Lingiari,"", 
NT ,NALIYINDI,0822,Lingiari,"", 
NT ,NAMA,0822,Lingiari,"", 
NT ,NAMURGARDABU,0822,Lingiari,"", 
NT ,NANGAK,0822,Lingiari,"", 
NT ,NANINGBURA POINT,0822,Lingiari,"",NANYINGBURRA
NT ,NANYINGBURRA,0822,Lingiari,"", 
NT ,NAUIYU,0822,Lingiari,"", 
NT ,NEMARLUK,0822,Lingiari,"", 
NT ,NGADAYUN,0822,Lingiari,"", 
NT ,NGANGALALA,0822,Lingiari,"", 
NT ,NGANKORLORD,0822,Lingiari,"",MANKORLOD
NT ,NGANMARRIYANGA,0822,Lingiari,"", 
NT ,NGARINTHI,0822,Lingiari,"", 
NT ,NGAYAWILLI,0822,Lingiari,"", 
NT ,NGIPIN,0822,Lingiari,"", 
NT ,NGUIU,0822,Lingiari,"",WURRUMIYANGA
NT ,NIKAWU,0822,Lingiari,"", 
NT ,NONI,0822,Lingiari,"", 
NT ,NOURLANGIE,0822,Lingiari,"", 
NT ,NUMBULWAR,0822,Lingiari,"", 
NT ,NYEKALA,0822,Lingiari,"", 
NT ,OENPELLI,0822,Lingiari,"",GUNBALANYA
NT ,OLD MOUNT BUNDEY,0822,Lingiari,"", 
NT ,OPIUM CREEK STN,0822,Lingiari,"", 
NT ,PALUMPA,0822,Lingiari,"",NGANMARRIYANGA
NT ,PANDAYAL,0822,Lingiari,"", 
NT ,PARADALE,0822,Lingiari,"",PERREDERR
NT ,PARADISE FARM,0822,Lingiari,"", 
NT ,PARU VILLAGE,0822,Lingiari,"", 
NT ,PEPPIMENARTI,0822,Lingiari,"", 
NT ,PERREDERR,0822,Lingiari,"", 
NT ,PICKERTARAMOOR,0822,Lingiari,"", 
NT ,PIRLANGIMPI,0822,Lingiari,"", 
NT ,POINT FAWCETT,0822,Lingiari,"", 
NT ,POINT STUART,0822,Lingiari,"", 
NT ,PORT BREMER,0822,Lingiari,"", 
NT ,PORT HURD,0822,Lingiari,"", 
NT ,PORT KEATS,0822,Lingiari,"",WADEYE
NT ,PULARUMPI,0822,Lingiari,"",PIRLANGIMPI
NT ,PUTJAMIRRA,0822,Lingiari,"", 
NT ,RAK MARRARA,0822,Lingiari,"", 
NT ,RAKULA,0822,Lingiari,"", 
NT ,RAMINGINING,0822,Lingiari,"", 
NT ,RED LILLY,0822,Lingiari,"", 
NT ,ROBIN FALLS,0822,Lingiari,"", 
NT ,ROCKY POINT,0822,Lingiari,"",NABBARLA KUNINDABBA
NT ,RORRUWUY,0822,Lingiari,"", 
NT ,RUBY DOWNS STN,0822,Lingiari,"", 
NT ,SABINA,0822,Lingiari,"", 
NT ,SANDFLY BEACH,0822,Lingiari,"", 
NT ,SHILO HOMESTEAD,0822,Lingiari,"", 
NT ,SHOAL BAY,0822,Lingiari,"", 
NT ,SMITH POINT,0822,Lingiari,"", 
NT ,SNAKE BAY,0822,Lingiari,"",MILIKAPITI
NT ,SOUTHPORT,0822,Lingiari,"", 
NT ,SPRING PEAK,0822,Lingiari,"", 
NT ,STAPLETON,0822,Lingiari,"", 
NT ,STRAY CREEK CATTLE STN,0822,Lingiari,"", 
NT ,SWIM CREEK PLAINS STN,0822,Lingiari,"", 
NT ,TAKAPIMILIYI,0822,Lingiari,"", 
NT ,TARACUMBIE,0822,Lingiari,"", 
NT ,THE BANYANS,0822,Lingiari,"", 
NT ,THOMPSONS BAY,0822,Lingiari,"",MAWULYUMANJA
NT ,TIGERS CAMP,0822,Lingiari,"", 
NT ,TIMOR SPRINGS,0822,Lingiari,"", 
NT ,TIPPERARY STN,0822,Lingiari,"", 
NT ,TIVENDALE,0822,Solomon,"", 
NT ,TIWI COLLEGE,0822,Lingiari,"",PICKERTARAMOOR
NT ,TORTILLA FLATS,0822,Lingiari,"", 
NT ,TREE POINT,0822,Lingiari,"", 
NT ,TUMBLING WATERS,0822,Lingiari,"", 
NT ,TWIN HILL,0822,Lingiari,"",PANDAYAL
NT ,UMBAKUMBA,0822,Lingiari,"", 
NT ,UN-MARR,0822,Lingiari,"", 
NT ,WADEYE,0822,Lingiari,"", 
NT ,WADJIGAN,0822,Lingiari,"",BULGUL
NT ,WAGAIT BEACH,0822,Lingiari,"", 
NT ,WAGAIT RESERVE,0822,Lingiari,"", 
NT ,WAIDABOONAR,0822,Lingiari,"", 
NT ,WALANGURRMINY,0822,Lingiari,"", 
NT ,WALKA,0822,Lingiari,"", 
NT ,WALWAL,0822,Lingiari,"", 
NT ,WAMINARI,0822,Lingiari,"", 
NT ,WANAKUTJA,0822,Lingiari,"", 
NT ,WARRUWI,0822,Lingiari,"", 
NT ,WATDAGAWUY,0822,Lingiari,"", 
NT ,WAUK,0822,Lingiari,"", 
NT ,WEDDELL,0822,Lingiari,"", 
NT ,WICKHAM,0822,Lingiari,"", 
NT ,WIGRAM ISLAND,0822,Lingiari,"", 
NT ,WIGU,0822,Lingiari,"", 
NT ,WILDMAN RIVER,0822,Lingiari,"", 
NT ,WILDMAN RIVER PLANTATION,0822,Lingiari,"", 
NT ,WILIGI,0822,Lingiari,"", 
NT ,WILTJU,0822,Lingiari,"",WILIGI
NT ,WOODYCUPALDIYA,0822,Lingiari,"", 
NT ,WOOLANING,0822,Lingiari,"", 
NT ,WOOLIANA,0822,Lingiari,"", 
NT ,WOOLNER STN,0822,Lingiari,"", 
NT ,WUDADUK,0822,Lingiari,"", 
NT ,WUDAPULI,0822,Lingiari,"", 
NT ,WUDIKAPILDIYEER,0822,Lingiari,"",WOODYCUPALDIYA
NT ,WULKABIMIRRI,0822,Lingiari,"", 
NT ,WUNBURRI,0822,Lingiari,"", 
NT ,WUNINUDJI,0822,Lingiari,"", 
NT ,WURANKUWU,0822,Lingiari,"", 
NT ,WURDEJA,0822,Lingiari,"", 
NT ,WURRUMIYANGA,0822,Lingiari,"", 
NT ,YAMINYI,0822,Lingiari,"", 
NT ,YANBAKWA,0822,Lingiari,"", 
NT ,YATHALAMARRA,0822,Lingiari,"", 
NT ,YAYMINYI,0822,Lingiari,"", 
NT ,YEDERR,0822,Lingiari,"", 
NT ,YEDIKBAH,0822,Lingiari,"", 
NT ,YIKARRAKKAL,0822,Lingiari,"", 
NT ,YILAN,0822,Lingiari,"", 
NT ,YILILA,0822,Lingiari,"", 
NT ,YIMIDARRA,0822,Lingiari,"", 
NT ,YINYIKAY,0822,Lingiari,"", 
NT ,YIRRINGA,0822,Lingiari,"", 
NT ,YULBARA,0822,Lingiari,"", 
NT ,11 MILE,0828,Lingiari,"",KNUCKEY LAGOON INDIG VLGE
NT ,BERRIMAH,0828,Solomon,"", 
NT ,KNUCKEY LAGOON,0828,Lingiari,"", 
NT ,KNUCKEY LAGOON INDIG VLGE,0828,Lingiari,"", 
NT ,WISHART,0828,Solomon,"", 
NT ,HOLTZE,0829,Lingiari,"", 
NT ,PINELANDS,0829,Solomon,"", 
NT ,15 MILE,0830,Lingiari,"",PALMERSTON INDIGENOUS VLG
NT ,ARCHER,0830,Solomon,"", 
NT ,DRIVER,0830,Solomon,"", 
NT ,DUNBAR HEIGHTS,0830,Solomon,"",GRAY
NT ,DURACK,0830,Solomon,"", 
NT ,FAIRWAY RIDGE,0830,Solomon,"",DRIVER
NT ,FAIRWAY WATERS,0830,Solomon,"",DURACK
NT ,FARRAR,0830,Lingiari,"", 
NT ,GRAY,0830,Solomon,"", 
NT ,MARLOW LAGOON,0830,Solomon,"", 
NT ,MOULDEN,0830,Solomon,"", 
NT ,PALMERSTON CITY,0830,Solomon,"", 
NT ,PALMERSTON INDIGENOUS VLG,0830,Lingiari,"", 
NT ,PALMERSTON TOWN CAMP,0830,Lingiari,"",PALMERSTON INDIGENOUS VLG
NT ,ROBERTSON BARRACKS,0830,Lingiari,"", 
NT ,THE MEWS,0830,Solomon,"",DURACK
NT ,WOODROFFE,0830,Solomon,"", 
NT ,YARRAWONGA,0830,Lingiari,"", 
NT ,BAKEWELL,0832,Solomon,"", 
NT ,BELLAMACK,0832,Solomon,"", 
NT ,GUNN,0832,Solomon,"", 
NT ,JOHNSTON,0832,Lingiari,"", 
NT ,ROSEBERY,0832,Solomon,"", 
NT ,THE CHASE,0832,Solomon,"",GUNN
NT ,ZUCCOLI,0832,Lingiari,"", 
NT ,VIRGINIA,0834,Lingiari,"", 
NT ,HOWARD SPRINGS,0835,Lingiari,"", 
NT ,GIRRAWEEN,0836,Lingiari,"", 
NT ,HERBERT,0836,Lingiari,"", 
NT ,HUMPTY DOO,0836,Lingiari,"", 
NT ,DONALDS LAGOON STN,0837,Lingiari,"", 
NT ,MANTON,0837,Lingiari,"", 
NT ,NOONAMAH,0837,Lingiari,"", 
NT ,BERRY SPRINGS,0838,Lingiari,"", 
NT ,DARRANDARRA,0838,Lingiari,"", 
NT ,COOLALINGA,0839,Lingiari,"", 
NT ,DUNDEE BEACH,0840,Lingiari,"", 
NT ,DUNDEE DOWNS,0840,Lingiari,"", 
NT ,DUNDEE FOREST,0840,Lingiari,"", 
NT ,DARWIN RIVER,0841,Lingiari,"", 
NT ,ALBANY PARK,0845,Lingiari,"", 
NT ,BATCHELOR,0845,Lingiari,"", 
NT ,CAMP CREEK STN,0845,Lingiari,"", 
NT ,COOMALIE CREEK STN,0845,Lingiari,"", 
NT ,EVA VALLEY,0845,Lingiari,"", 
NT ,MENELING STN,0845,Lingiari,"", 
NT ,MT BURTON,0845,Lingiari,"", 
NT ,RUM JUNGLE,0845,Lingiari,"", 
NT ,WELLTREE STN,0845,Lingiari,"", 
NT ,YARRAMAN,0845,Lingiari,"", 
NT ,ADELAIDE RIVER,0846,Lingiari,"", 
NT ,AMANGAL,0846,Lingiari,"", 
NT ,BRIDGE CREEK STN,0846,Lingiari,"", 
NT ,FOUNTAIN HEAD,0846,Lingiari,"", 
NT ,GROVE HILL,0846,Lingiari,"", 
NT ,MANEROO STN,0846,Lingiari,"", 
NT ,MILTON SPRINGS STN,0846,Lingiari,"", 
NT ,OOLLOO STN,0846,Lingiari,"", 
NT ,THEYONA STN,0846,Lingiari,"", 
NT ,WAIRIA,0846,Lingiari,"",AMANGAL
NT ,BONROOK STN,0847,Lingiari,"", 
NT ,BURRUNDIE,0847,Lingiari,"", 
NT ,COPPERFIELD CREEK,0847,Lingiari,"", 
NT ,EMERALD SPRINGS,0847,Lingiari,"", 
NT ,ESMERALDA FARM,0847,Lingiari,"", 
NT ,FRANCES CREEK,0847,Lingiari,"", 
NT ,GREEN VALLEY,0847,Lingiari,"", 
NT ,JINDARE STN,0847,Lingiari,"", 
NT ,KYBROOK FARM,0847,Lingiari,"", 
NT ,MARY RIVER STN,0847,Lingiari,"",MARY RIVER WILDERNESS RET
NT ,MOLINE DAM,0847,Lingiari,"", 
NT ,OLD MISSION,0847,Lingiari,"", 
NT ,PINE CREEK,0847,Lingiari,"", 
NT ,PINE CREEK COMPOUND,0847,Lingiari,"", 
